Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/comments,52,0,20,24.605446153854107,18.152599999666563,91.77249999993364,157745.0,0.8926099355278814,0.0,20,21,23,25,39,48,50,92,92,92,92
POST,/comments,18,0,150,150.34678888888368,143.33429999987857,221.575699999903,110.0,0.30898036229811277,0.0,150,150,150,150,150,220,220,220,220,220,220
GET,/posts,81,0,18,19.842016049394406,15.124999999898137,65.4420000000755,27520.0,1.3904116303415075,0.0,18,19,19,20,23,35,53,65,65,65,65
POST,/posts,41,0,150,148.4874024389705,142.38559999967038,189.4108999999844,76.0,0.703788603012368,0.0,150,150,150,150,150,170,190,190,190,190,190
GET,/posts/10,2,0,19.40839999997479,237.11099999991347,19.40839999997479,454.81359999985216,217.0,0.03433115136645697,0.0,450,450,450,450,450,450,450,450,450,450,450
GET,/posts/11,1,0,406.7974999998114,406.7974999998114,406.7974999998114,406.7974999998114,262.0,0.017165575683228487,0.0,410,410,410,410,410,410,410,410,410,410,410
GET,/posts/13,2,0,18.033500000001368,217.6335999999992,18.033500000001368,417.23369999999704,336.0,0.03433115136645697,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/posts/14,2,0,30.412300000079995,90.50440000009985,30.412300000079995,150.5965000001197,230.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/15,1,0,17.67180000024382,17.67180000024382,17.67180000024382,17.67180000024382,235.0,0.017165575683228487,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/posts/17,1,0,151.00910000001022,151.00910000001022,151.00910000001022,151.00910000001022,246.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/18,1,0,452.9840999998669,452.9840999998669,452.9840999998669,452.9840999998669,214.0,0.017165575683228487,0.0,450,450,450,450,450,450,450,450,450,450,450
GET,/posts/23,1,0,149.66300000014598,149.66300000014598,149.66300000014598,149.66300000014598,253.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/24,1,0,156.1703000002126,156.1703000002126,156.1703000002126,156.1703000002126,243.0,0.017165575683228487,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/posts/27,2,0,18,84.64894999997341,17.853899999863643,151.44400000008318,288.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/29,1,0,400.67339999995966,400.67339999995966,400.67339999995966,400.67339999995966,247.0,0.017165575683228487,0.0,400,400,400,400,400,400,400,400,400,400,400
GET,/posts/3,1,0,153.67439999999988,153.67439999999988,153.67439999999988,153.67439999999988,283.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/31,2,0,17,85.68949999994402,16.65000000002692,154.72899999986112,276.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/32,1,0,151.24180000020715,151.24180000020715,151.24180000020715,151.24180000020715,280.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/33,1,0,152.6865999999245,152.6865999999245,152.6865999999245,152.6865999999245,228.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/34,2,0,26,222.92924999987918,25.709699999879376,420.148799999879,293.0,0.03433115136645697,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/posts/36,2,0,17,83.40205000013157,16.580700000304205,150.22339999995893,311.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/37,1,0,416.8594999996458,416.8594999996458,416.8594999996458,416.8594999996458,269.0,0.017165575683228487,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/posts/38,2,0,18,82.27005000003373,17.745000000104483,146.79509999996299,314.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/39,2,0,18,83.46484999992754,17.9852999999639,148.94439999989117,286.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/40,1,0,152.16329999975642,152.16329999975642,152.16329999975642,152.16329999975642,244.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/41,3,0,21,62.57476666663327,18.610699999953795,148.3444000000418,256.0,0.05149672704968546,0.0,21,21,150,150,150,150,150,150,150,150,150
GET,/posts/42,1,0,150.68380000002435,150.68380000002435,150.68380000002435,150.68380000002435,305.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/43,2,0,19.01799999996001,214.9440999999115,19.01799999996001,410.87019999986296,329.0,0.03433115136645697,0.0,410,410,410,410,410,410,410,410,410,410,410
GET,/posts/44,1,0,156.76710000025196,156.76710000025196,156.76710000025196,156.76710000025196,249.0,0.017165575683228487,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/posts/46,1,0,153.05829999988418,153.05829999988418,153.05829999988418,153.05829999988418,208.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/47,2,0,20.07400000002235,85.92984999995679,20.07400000002235,151.78569999989122,265.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/49,2,0,22,86.64819999989959,21.943499999906635,151.35289999989254,274.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/50,2,0,20.007900000109657,87.43185000002995,20.007900000109657,154.85579999995025,333.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/51,3,0,18,63.634633333246406,17.12360000010449,155.39599999965503,236.0,0.05149672704968546,0.0,18,18,160,160,160,160,160,160,160,160,160
GET,/posts/52,1,0,150.9705000003123,150.9705000003123,150.9705000003123,150.9705000003123,285.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/54,1,0,151.44439999994574,151.44439999994574,151.44439999994574,151.44439999994574,234.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/58,1,0,414.58509999984017,414.58509999984017,414.58509999984017,414.58509999984017,223.0,0.017165575683228487,0.0,410,410,410,410,410,410,410,410,410,410,410
GET,/posts/62,1,0,150.64069999971252,150.64069999971252,150.64069999971252,150.64069999971252,252.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/63,2,0,17,217.61179999998603,16.513600000052975,418.7099999999191,340.0,0.03433115136645697,0.0,420,420,420,420,420,420,420,420,420,420,420
GET,/posts/64,2,0,17.193500000303175,84.34970000030262,17.193500000303175,151.50590000030206,225.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/65,2,0,20.013100000142003,86.48220000009132,20.013100000142003,152.95130000004065,264.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/68,1,0,433.670599999914,433.670599999914,433.670599999914,433.670599999914,236.0,0.017165575683228487,0.0,430,430,430,430,430,430,430,430,430,430,430
GET,/posts/7,2,0,22,86.9902499998716,21.964699999898585,152.0157999998446,225.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/71,2,0,17,214.7324000000026,16.573500000049535,412.89129999995566,232.0,0.03433115136645697,0.0,410,410,410,410,410,410,410,410,410,410,410
GET,/posts/73,1,0,154.66689999993832,154.66689999993832,154.66689999993832,154.66689999993832,287.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/74,5,0,17,97.34959999977946,16.524599999684142,418.00729999977193,296.0,0.08582787841614244,0.0,17,18,18,420,420,420,420,420,420,420,420
GET,/posts/78,2,0,18,84.38760000012735,17.725000000154978,151.05020000009972,211.0,0.03433115136645697,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/82,1,0,154.6765999996751,154.6765999996751,154.6765999996751,154.6765999996751,284.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/84,1,0,147.65010000019174,147.65010000019174,147.65010000019174,147.65010000019174,271.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/87,1,0,159.86530000009225,159.86530000009225,159.86530000009225,159.86530000009225,193.0,0.017165575683228487,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/posts/88,1,0,165.99230000019816,165.99230000019816,165.99230000019816,165.99230000019816,191.0,0.017165575683228487,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/posts/90,1,0,154.02789999961897,154.02789999961897,154.02789999961897,154.02789999961897,250.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/97,1,0,153.7993000001734,153.7993000001734,153.7993000001734,153.7993000001734,319.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/posts/98,1,0,151.67239999982485,151.67239999982485,151.67239999982485,151.67239999982485,209.0,0.017165575683228487,0.0,150,150,150,150,150,150,150,150,150,150,150
,Aggregated,269,0,23,86.19471263939457,15.124999999898137,454.81359999985216,38875.130111524166,4.617539858788463,0.0,23,140,150,150,150,220,420,430,450,450,450
